PLAYER_NAME,SHOT_MADE_FLAG,LOC_X,LOC_Y,high_pres
Tyreke Evans,1,14.0,-1.0,0
Jrue Holiday,1,17.0,-1.0,0
Jrue Holiday,1,-115.0,169.0,0
Anthony Davis,1,6.0,11.0,0
Raymond Felton,1,-189.0,193.0,0
Jrue Holiday,0,-20.0,7.0,0
Anthony Davis,1,0.0,1.0,0
Anthony Davis,1,-19.0,8.0,0
Anthony Davis,0,60.0,244.0,0
Kawhi Leonard,1,0.0,1.0,0
David West,1,-7.0,21.0,0
Tim Duncan,1,-7.0,11.0,0
Kawhi Leonard,1,-150.0,28.0,0
Kawhi Leonard,0,20.0,62.0,0
Trey Lyles,0,-42.0,31.0,0
Rodney Hood,0,0.0,100.0,0
Tim Duncan,1,-70.0,26.0,0
Trey Lyles,1,105.0,3.0,0
Gordon Hayward,0,-2.0,3.0,0
Trey Burke,1,-47.0,95.0,0
Manu Ginobili,0,205.0,139.0,0
Tibor Pleiss,1,-9.0,-1.0,0
Patty Mills,0,1.0,-1.0,0
Trey Burke,1,63.0,105.0,0
Patty Mills,0,-147.0,218.0,0
Manu Ginobili,0,22.0,110.0,0
Kawhi Leonard,1,-232.0,2.0,0
Boban Marjanovic,1,0.0,1.0,0
Boban Marjanovic,0,0.0,1.0,0
David West,1,-53.0,41.0,0
Danny Green,1,227.0,13.0,0
Gordon Hayward,0,-169.0,175.0,0
Jeff Withey,1,32.0,67.0,0
David West,1,-6.0,46.0,0
Gordon Hayward,0,-1.0,-1.0,0
Gordon Hayward,0,9.0,2.0,0
Jeff Withey,1,-7.0,26.0,0
Manu Ginobili,1,9.0,70.0,0
Trey Burke,1,114.0,16.0,0
Tim Duncan,1,30.0,11.0,0
Gordon Hayward,0,-115.0,80.0,0
Jeff Withey,0,1.0,23.0,0
Kyle Anderson,0,94.0,5.0,0
Trey Burke,1,-76.0,159.0,0
Tim Duncan,1,-19.0,11.0,0
Kyle Anderson,1,-20.0,47.0,0
Raul Neto,0,-210.0,159.0,0
Kyle Anderson,1,91.0,110.0,0
Jonathon Simmons,1,-2.0,11.0,0
Kyle Anderson,1,56.0,7.0,0
Rodney Hood,1,223.0,21.0,0
Patty Mills,0,25.0,7.0,0
David West,1,0.0,1.0,0
Jonathon Simmons,1,-209.0,134.0,0
Rodney Hood,1,117.0,110.0,0
Trey Burke,0,27.0,80.0,0
Trevor Booker,1,10.0,7.0,0
Gordon Hayward,1,-40.0,67.0,0
Tim Duncan,0,-83.0,169.0,0
Trey Burke,0,-174.0,190.0,0
Tim Duncan,1,-27.0,52.0,0
Chris Johnson,0,-240.0,-6.0,0
Tim Duncan,1,86.0,154.0,0
Chris Johnson,0,228.0,-1.0,0
Tim Duncan,0,4.0,61.0,0
Chris Johnson,1,-12.0,8.0,0
Trevor Booker,1,-2.0,11.0,0
Manu Ginobili,1,169.0,188.0,0
Trey Lyles,0,28.0,28.0,0
Kawhi Leonard,1,0.0,1.0,0
Chris Johnson,0,227.0,7.0,0
Boban Marjanovic,1,-20.0,26.0,0
Kawhi Leonard,0,-205.0,141.0,0
Jonathon Simmons,1,-22.0,13.0,0
Boban Marjanovic,1,-11.0,7.0,0
Jonathon Simmons,0,-242.0,4.0,0
Joe Ingles,1,12.0,8.0,0
Jonathon Simmons,0,227.0,2.0,0
Raul Neto,1,-25.0,7.0,0
Kyle Anderson,1,-140.0,-19.0,0
Matt Bonner,0,6.0,267.0,0
Kyle Anderson,1,24.0,-10.0,0
Tibor Pleiss,0,-25.0,-1.0,0
Raul Neto,0,-30.0,7.0,0
Kyle Anderson,1,28.0,-6.0,0
Tibor Pleiss,0,-34.0,2.0,0
Tibor Pleiss,0,-9.0,-1.0,0
Ronnie Price,0,-12.0,2.0,0
Brandon Knight,1,22.0,2.0,0
Cody Zeller,0,17.0,2.0,0
Kemba Walker,1,-240.0,2.0,0
Brandon Knight,1,-43.0,-6.0,0
PJ Hairston,1,-158.0,190.0,0
Jeremy Lin,1,-24.0,3.0,0
Jon Leuer,1,91.0,18.0,0
Kemba Walker,1,-7.0,61.0,0
Marvin Williams,1,-7.0,242.0,0
Cody Zeller,1,-9.0,0.0,0
Brandon Knight,1,96.0,228.0,0
Kemba Walker,0,137.0,23.0,0
Tyson Chandler,1,0.0,1.0,0
Jeremy Lin,1,9.0,2.0,0
Jon Leuer,1,-7.0,-1.0,0
Kemba Walker,0,-230.0,26.0,0
Tyson Chandler,0,0.0,1.0,0
PJ Hairston,0,-238.0,13.0,0
Brandon Knight,0,43.0,51.0,0
Mirza Teletovic,0,68.0,16.0,0
Kemba Walker,0,-43.0,61.0,0
Devin Booker,0,61.0,16.0,0
Jeremy Lin,1,127.0,149.0,0
Cody Zeller,0,91.0,178.0,0
Jeremy Lin,1,10.0,0.0,0
PJ Hairston,1,20.0,0.0,0
Ronnie Price,0,10.0,2.0,0
Jeremy Lamb,0,-165.0,149.0,0
Mirza Teletovic,0,-233.0,-6.0,0
Brian Roberts,1,182.0,95.0,0
Ronnie Price,0,-1.0,242.0,0
Spencer Hawes,0,-124.0,16.0,0
Jeremy Lamb,1,-20.0,-1.0,0
Devin Booker,1,-2.0,-6.0,0
Frank Kaminsky,0,27.0,8.0,0
Mirza Teletovic,0,-47.0,43.0,0
Marvin Williams,0,71.0,-1.0,0
Spencer Hawes,0,10.0,8.0,0
Jon Leuer,1,-7.0,7.0,0
PJ Hairston,0,-179.0,183.0,0
Spencer Hawes,0,-24.0,3.0,0
Brandon Knight,0,12.0,11.0,0
Jeremy Lin,0,28.0,61.0,0
Spencer Hawes,0,20.0,249.0,0
Jon Leuer,1,99.0,224.0,0
Spencer Hawes,0,-12.0,2.0,0
PJ Tucker,0,0.0,247.0,0
Brian Roberts,1,141.0,159.0,0
Brian Roberts,0,19.0,7.0,0
Cody Zeller,1,4.0,3.0,0
PJ Hairston,1,-227.0,0.0,0
TJ Warren,1,-238.0,100.0,0
Troy Daniels,1,-158.0,124.0,0
Jon Leuer,0,-156.0,85.0,0
Kemba Walker,0,-22.0,2.0,0
Ronnie Price,1,-240.0,21.0,0
Kemba Walker,0,-61.0,174.0,0
PJ Tucker,1,-9.0,46.0,0
Cody Zeller,0,-19.0,-1.0,0
PJ Hairston,0,-16.0,0.0,0
Kemba Walker,1,141.0,11.0,0
TJ Warren,0,-53.0,-1.0,0
Tyson Chandler,1,0.0,1.0,0
Kemba Walker,1,107.0,120.0,0
Brandon Knight,1,-27.0,70.0,0
Troy Daniels,1,230.0,0.0,0
Brandon Knight,1,-129.0,208.0,0
Brandon Knight,0,32.0,16.0,0
Marvin Williams,1,40.0,247.0,0
TJ Warren,1,-70.0,141.0,0
Kemba Walker,0,-135.0,136.0,0
Brandon Knight,0,25.0,2.0,0
Cody Zeller,1,-4.0,-6.0,0
Frank Kaminsky,0,42.0,-6.0,0
Brian Roberts,0,-32.0,21.0,0
Frank Kaminsky,1,-6.0,-1.0,0
Kemba Walker,0,2.0,146.0,0
Mirza Teletovic,0,19.0,-5.0,0
Cody Zeller,1,0.0,1.0,0
Devin Booker,0,6.0,46.0,0
Devin Booker,1,-22.0,0.0,0
Devin Booker,0,-158.0,195.0,0
Mirza Teletovic,1,-63.0,239.0,0
Brian Roberts,0,235.0,-11.0,0
Mirza Teletovic,1,-40.0,144.0,0
Brandon Knight,1,10.0,2.0,0
Brandon Knight,1,163.0,205.0,0
PJ Tucker,0,-6.0,47.0,0
TJ Warren,1,230.0,67.0,0
Mirza Teletovic,0,-160.0,198.0,0
Troy Daniels,1,-106.0,144.0,0
Brandon Knight,0,86.0,36.0,0
Kemba Walker,1,24.0,-6.0,0
Devin Booker,1,-48.0,237.0,0
Kemba Walker,0,37.0,3.0,0
TJ Warren,0,-60.0,2.0,0
Cody Zeller,1,-27.0,47.0,0
Kemba Walker,0,-17.0,0.0,0
Troy Daniels,1,-230.0,51.0,0
Mirza Teletovic,0,-7.0,257.0,0
Marvin Williams,1,104.0,41.0,0
TJ Warren,1,-99.0,116.0,0
PJ Tucker,0,20.0,-6.0,0
Kemba Walker,1,-11.0,-6.0,0
Marvin Williams,1,74.0,18.0,0
TJ Warren,0,28.0,2.0,0
Kemba Walker,0,61.0,149.0,0
Kemba Walker,0,-25.0,3.0,0
Jeff Green,0,137.0,149.0,0
Courtney Lee,0,-88.0,110.0,0
Serge Ibaka,1,-137.0,100.0,0
Russell Westbrook,1,0.0,1.0,0
Matt Barnes,1,-71.0,8.0,0
Steven Adams,0,9.0,13.0,0
Marc Gasol,0,-71.0,159.0,0
Marc Gasol,0,-165.0,85.0,0
Andre Roberson,0,-225.0,3.0,0
Jeff Green,0,-34.0,26.0,0
Tony Allen,1,0.0,1.0,0
Kevin Durant,0,9.0,2.0,0
Jeff Green,0,-58.0,23.0,0
Steven Adams,0,-16.0,3.0,0
Kevin Durant,0,-42.0,169.0,0
Jeff Green,0,-133.0,31.0,0
Russell Westbrook,1,6.0,11.0,0
Tony Allen,0,4.0,23.0,0
Tony Allen,1,0.0,1.0,0
Zach Randolph,1,-4.0,185.0,0
Kevin Durant,0,-20.0,185.0,0
Steven Adams,1,0.0,18.0,0
Zach Randolph,1,28.0,2.0,0
Kevin Durant,1,0.0,1.0,0
Dion Waiters,1,-7.0,-5.0,0
Jeff Green,0,89.0,43.0,0
Dion Waiters,1,227.0,3.0,0
Zach Randolph,0,-20.0,115.0,0
Enes Kanter,1,20.0,2.0,0
Zach Randolph,0,127.0,56.0,0
Zach Randolph,0,42.0,11.0,0
Anthony Morrow,1,-225.0,2.0,0
Zach Randolph,0,40.0,16.0,0
Enes Kanter,0,-1.0,43.0,0
Cameron Payne,0,9.0,239.0,0
Enes Kanter,1,0.0,1.0,0
Matt Barnes,1,-4.0,2.0,0
Serge Ibaka,1,2.0,193.0,0
Zach Randolph,1,-2.0,16.0,0
Marc Gasol,1,82.0,16.0,0
Courtney Lee,0,-230.0,7.0,0
Russell Westbrook,1,-9.0,7.0,0
Kevin Durant,0,-71.0,16.0,0
Russell Westbrook,0,1.0,8.0,0
Marc Gasol,0,-14.0,193.0,0
Marc Gasol,0,6.0,7.0,0
Russell Westbrook,1,-2.0,7.0,0
Russell Westbrook,0,-17.0,16.0,0
Andre Roberson,1,0.0,1.0,0
Jeff Green,1,105.0,31.0,0
Russell Westbrook,1,-19.0,-6.0,0
Jeff Green,1,2.0,239.0,0
Andre Roberson,0,0.0,1.0,0
Steven Adams,1,20.0,7.0,0
Tony Allen,0,-19.0,3.0,0
Marc Gasol,0,-135.0,61.0,0
Matt Barnes,1,0.0,1.0,0
Russell Westbrook,0,-11.0,61.0,0
Kevin Durant,1,35.0,131.0,0
Matt Barnes,1,14.0,-1.0,0
Marc Gasol,0,-68.0,2.0,0
Marc Gasol,0,-165.0,38.0,0
Russell Westbrook,0,15.0,7.0,0
Kevin Durant,1,14.0,8.0,0
Kevin Durant,1,0.0,1.0,0
Zach Randolph,1,114.0,134.0,0
Jeff Green,0,-96.0,223.0,0
Zach Randolph,0,-71.0,169.0,0
JaMychal Green,1,-135.0,121.0,0
JaMychal Green,1,-161.0,18.0,0
Jeff Green,0,-16.0,-1.0,0
Dion Waiters,0,132.0,129.0,0
JaMychal Green,1,2.0,190.0,0
Nick Collison,0,14.0,8.0,0
Dion Waiters,1,-6.0,-6.0,0
JaMychal Green,0,0.0,195.0,0
Matt Barnes,1,9.0,7.0,0
Enes Kanter,0,-133.0,41.0,0
Nick Collison,0,-4.0,149.0,0
Zach Randolph,0,-43.0,16.0,0
JaMychal Green,0,9.0,7.0,0
Nick Collison,0,68.0,36.0,0
Enes Kanter,0,33.0,33.0,0
Zach Randolph,0,-1.0,23.0,0
Zach Randolph,0,87.0,120.0,0
Enes Kanter,0,-4.0,16.0,0
Kevin Durant,1,-96.0,11.0,0
Matt Barnes,1,-76.0,254.0,0
Anthony Morrow,1,228.0,11.0,0
Anthony Morrow,1,-6.0,175.0,0
JaMychal Green,1,0.0,1.0,0
Cameron Payne,0,19.0,0.0,0
Enes Kanter,1,-7.0,2.0,0
Mitch McGary,0,-48.0,193.0,0
Vince Carter,1,0.0,1.0,0
Cameron Payne,1,-74.0,100.0,0
Al-Farouq Aminu,0,-83.0,3.0,0
Al-Farouq Aminu,1,-173.0,18.0,0
Allen Crabbe,0,-194.0,154.0,0
Al-Farouq Aminu,0,-233.0,70.0,0
Paul Pierce,0,-16.0,124.0,0
Chris Paul,1,-81.0,141.0,0
JJ Redick,1,14.0,3.0,0
Allen Crabbe,1,0.0,1.0,0
Paul Pierce,0,112.0,144.0,0
DeAndre Jordan,1,-7.0,7.0,0
Mason Plumlee,1,0.0,1.0,0
Chris Paul,0,-38.0,159.0,0
Noah Vonleh,0,28.0,7.0,0
Al-Farouq Aminu,0,-192.0,144.0,0
DeAndre Jordan,1,0.0,1.0,0
Chris Paul,1,-83.0,141.0,0
Paul Pierce,1,228.0,2.0,0
Chris Paul,1,-24.0,169.0,0
Damian Lillard,1,192.0,-1.0,0
Allen Crabbe,0,-61.0,16.0,0
Damian Lillard,0,-7.0,0.0,0
Ed Davis,1,0.0,1.0,0
Jamal Crawford,1,102.0,154.0,0
Wesley Johnson,0,-217.0,21.0,0
Gerald Henderson,0,-230.0,2.0,0
Austin Rivers,1,-66.0,193.0,1
Damian Lillard,0,-55.0,36.0,1
Jamal Crawford,0,40.0,200.0,1
Allen Crabbe,0,-212.0,116.0,1
Ed Davis,1,9.0,11.0,0
Wesley Johnson,0,-92.0,234.0,1
Damian Lillard,1,12.0,3.0,1
Meyers Leonard,1,56.0,237.0,0
Tim Frazier,0,-166.0,2.0,1
Ed Davis,0,-35.0,46.0,1
Meyers Leonard,0,10.0,7.0,1
Ed Davis,1,0.0,-1.0,1
Austin Rivers,1,-29.0,252.0,1
Austin Rivers,1,-70.0,232.0,1
Ed Davis,1,9.0,3.0,0
Tim Frazier,1,9.0,120.0,0
Jamal Crawford,0,-119.0,154.0,0
Austin Rivers,0,-89.0,164.0,0
Jamal Crawford,1,-2.0,46.0,1
Chris Paul,1,-45.0,144.0,1
Al-Farouq Aminu,0,-207.0,129.0,1
Austin Rivers,0,-22.0,2.0,1
Chris Paul,0,-45.0,244.0,1
Chris Paul,1,17.0,2.0,1
Paul Pierce,1,0.0,247.0,1
Chris Paul,0,94.0,146.0,1
Chris Paul,0,-81.0,193.0,1
Jamal Crawford,1,38.0,8.0,1
Allen Crabbe,1,151.0,134.0,1
Chris Paul,0,48.0,159.0,1
Noah Vonleh,1,0.0,1.0,1
Luc Mbah a Moute,1,10.0,18.0,1
Al-Farouq Aminu,1,150.0,195.0,1
Mason Plumlee,1,-7.0,33.0,1
Chris Paul,0,202.0,139.0,1
Mason Plumlee,0,-30.0,11.0,1
JJ Redick,1,66.0,200.0,1
JJ Redick,0,-209.0,124.0,1
Noah Vonleh,1,0.0,1.0,1
Paul Pierce,0,58.0,129.0,1
Damian Lillard,1,187.0,160.0,0
Chris Paul,0,-2.0,38.0,0
Al-Farouq Aminu,0,-202.0,139.0,0
Damian Lillard,0,94.0,229.0,1
Mason Plumlee,1,-1.0,11.0,1
JJ Redick,1,-2.0,21.0,1
JJ Redick,1,105.0,200.0,1
JJ Redick,0,-137.0,239.0,1
Damian Lillard,0,-207.0,36.0,1
Mason Plumlee,1,-86.0,13.0,1
Luc Mbah a Moute,0,-16.0,139.0,1
Mason Plumlee,1,-27.0,134.0,0
DeAndre Jordan,1,0.0,1.0,1
Chris Paul,1,17.0,7.0,1
Damian Lillard,0,4.0,13.0,1
Wesley Johnson,0,176.0,11.0,0
Austin Rivers,1,158.0,21.0,1
Meyers Leonard,1,176.0,70.0,1
Jamal Crawford,0,55.0,165.0,1
Austin Rivers,0,61.0,0.0,1
Ed Davis,1,1.0,2.0,1
Maurice Harkless,1,0.0,1.0,1
Gerald Henderson,1,-6.0,2.0,0
Jamal Crawford,0,53.0,237.0,0
Maurice Harkless,1,15.0,7.0,0
Wesley Johnson,1,232.0,11.0,0
Jamal Crawford,0,-76.0,56.0,0
Chris Paul,0,112.0,144.0,0
Ed Davis,0,-14.0,-1.0,0
Damian Lillard,0,25.0,-1.0,0
Meyers Leonard,1,9.0,244.0,0
JJ Redick,1,48.0,242.0,0
Damian Lillard,1,28.0,247.0,0
Chris Paul,1,1.0,146.0,0
Maurice Harkless,1,0.0,1.0,0
Allen Crabbe,0,-66.0,21.0,0
Paul Pierce,1,24.0,242.0,0
Ed Davis,0,56.0,18.0,0
Damian Lillard,1,-81.0,244.0,0
Damian Lillard,0,15.0,2.0,0
DeAndre Jordan,1,0.0,1.0,0
Chris Paul,0,-124.0,131.0,0
Austin Rivers,1,32.0,3.0,0
Meyers Leonard,1,2.0,136.0,0
JJ Redick,1,20.0,200.0,0
DeAndre Jordan,1,0.0,1.0,0
Jahlil Okafor,0,-88.0,129.0,0
Nik Stauskas,0,0.0,1.0,0
Kent Bazemore,1,-6.0,3.0,0
Jahlil Okafor,1,-109.0,-11.0,0
Paul Millsap,1,9.0,3.0,0
Nik Stauskas,1,4.0,16.0,0
Ish Smith,0,94.0,144.0,0
Nerlens Noel,1,2.0,-5.0,0
Nerlens Noel,0,-16.0,3.0,0
Kyle Korver,1,51.0,13.0,0
Tiago Splitter,0,-1.0,21.0,0
Nik Stauskas,1,-155.0,223.0,0
Richaun Holmes,1,10.0,-1.0,0
Dennis Schroder,0,-2.0,2.0,0
Hollis Thompson,1,-197.0,-15.0,0
Isaiah Canaan,1,-14.0,2.0,0
Tiago Splitter,0,-17.0,23.0,0
Jerami Grant,0,27.0,-6.0,0
Robert Covington,0,53.0,116.0,0
Robert Covington,0,-12.0,3.0,0
Mike Scott,1,9.0,-5.0,1
Isaiah Canaan,0,-169.0,213.0,1
Mike Scott,1,17.0,2.0,0
Jahlil Okafor,1,-35.0,7.0,0
Jahlil Okafor,0,-27.0,3.0,0
Tim Hardaway Jr.,0,127.0,115.0,0
Kent Bazemore,1,236.0,-16.0,0
Nik Stauskas,0,-132.0,224.0,0
Jahlil Okafor,1,-88.0,-21.0,0
Kent Bazemore,0,-37.0,259.0,0
Tiago Splitter,1,0.0,1.0,0
Jeff Teague,0,27.0,2.0,0
Nerlens Noel,1,0.0,1.0,0
Kyle Korver,0,-228.0,-6.0,1
Carl Landry,1,-12.0,70.0,0
Kent Bazemore,0,-29.0,-10.0,0
Al Horford,1,10.0,2.0,1
Carl Landry,1,-71.0,3.0,0
Jeff Teague,1,17.0,-10.0,1
Ish Smith,0,-153.0,106.0,1
Carl Landry,1,43.0,23.0,1
Ish Smith,1,-112.0,57.0,1
Nik Stauskas,1,-163.0,188.0,1
Kyle Korver,1,17.0,249.0,1
JaKarr Sampson,0,0.0,21.0,1
Paul Millsap,1,20.0,11.0,1
Nerlens Noel,0,-158.0,-6.0,1
Al Horford,1,19.0,7.0,1
Al Horford,1,-4.0,23.0,1
Jahlil Okafor,0,6.0,7.0,1
Jahlil Okafor,1,2.0,16.0,1
Paul Millsap,1,0.0,1.0,1
Paul Millsap,1,-1.0,31.0,1
Al Horford,0,27.0,8.0,1
Nerlens Noel,1,1.0,8.0,1
Al Horford,0,146.0,2.0,1
Jahlil Okafor,0,69.0,149.0,1
Nerlens Noel,0,2.0,61.0,1
Nerlens Noel,1,2.0,21.0,1
Hollis Thompson,1,69.0,70.0,0
Ish Smith,1,2.0,21.0,0
Paul Millsap,1,-42.0,2.0,0
Jerami Grant,1,14.0,21.0,0
Paul Millsap,1,2.0,7.0,1
Thabo Sefolosha,1,0.0,1.0,1
Jerami Grant,1,0.0,21.0,1
Kent Bazemore,1,12.0,11.0,1
Kent Bazemore,1,1.0,95.0,1
Jerami Grant,1,-4.0,21.0,1
Thabo Sefolosha,1,9.0,8.0,1
Jahlil Okafor,1,0.0,1.0,1
Thabo Sefolosha,1,0.0,21.0,1
Dennis Schroder,1,-9.0,7.0,1
Jahlil Okafor,1,0.0,82.0,1
Mike Muscala,0,9.0,2.0,1
JaKarr Sampson,0,-2.0,80.0,1
Mike Scott,1,104.0,21.0,1
Kendall Marshall,0,-17.0,57.0,1
Mike Scott,0,42.0,262.0,1
Mike Muscala,1,-19.0,90.0,1
Richaun Holmes,0,-16.0,16.0,1
Mike Scott,0,-65.0,41.0,1
Kendall Marshall,0,-122.0,156.0,1
Shelvin Mack,1,240.0,3.0,1
Richaun Holmes,1,19.0,13.0,1
Robert Covington,1,123.0,228.0,1
Robert Covington,0,0.0,36.0,1
JaKarr Sampson,0,-12.0,21.0,1
Pau Gasol,0,-2.0,183.0,0
Pau Gasol,1,71.0,115.0,0
Derrick Rose,1,24.0,-1.0,0
Isaiah Thomas,0,-50.0,41.0,0
Jae Crowder,1,0.0,1.0,0
Kelly Olynyk,1,166.0,174.0,0
Derrick Rose,0,-7.0,244.0,0
Taj Gibson,0,-1.0,105.0,0
Nikola Mirotic,0,158.0,-6.0,0
Amir Johnson,1,0.0,1.0,0
Taj Gibson,1,-65.0,156.0,0
Jae Crowder,1,17.0,3.0,0
Jae Crowder,0,-14.0,-1.0,0
Taj Gibson,1,-127.0,36.0,0
Isaiah Thomas,0,-7.0,57.0,0
Taj Gibson,0,-16.0,7.0,0
Kelly Olynyk,1,9.0,2.0,0
Evan Turner,0,-2.0,141.0,0
Jimmy Butler,0,-156.0,90.0,0
Kelly Olynyk,1,109.0,219.0,0
Pau Gasol,1,-140.0,52.0,0
Jimmy Butler,0,135.0,7.0,0
Bobby Portis,1,-7.0,31.0,0
Jared Sullinger,1,82.0,188.0,0
Bobby Portis,0,107.0,169.0,0
James Young,0,235.0,-16.0,0
Isaiah Thomas,1,2.0,21.0,0
Doug McDermott,0,84.0,232.0,0
Tony Snell,0,58.0,75.0,0
Doug McDermott,0,-156.0,-1.0,0
Bobby Portis,1,-27.0,70.0,0
Doug McDermott,0,-96.0,70.0,0
Pau Gasol,0,-29.0,188.0,0
Amir Johnson,1,27.0,0.0,0
Evan Turner,1,15.0,8.0,0
Evan Turner,0,42.0,97.0,0
Derrick Rose,1,-18.0,0.0,0
Isaiah Thomas,0,15.0,0.0,0
Jimmy Butler,1,-78.0,178.0,0
Jimmy Butler,0,164.0,106.0,0
Nikola Mirotic,1,1.0,252.0,0
Kelly Olynyk,0,189.0,160.0,0
Jae Crowder,0,-160.0,146.0,0
Pau Gasol,0,232.0,-16.0,0
Jae Crowder,0,148.0,-19.0,0
Isaiah Thomas,1,-18.0,10.0,0
Pau Gasol,1,28.0,8.0,0
Jae Crowder,0,6.0,8.0,0
Kelly Olynyk,1,17.0,-1.0,0
Jimmy Butler,0,-17.0,-1.0,0
Amir Johnson,1,15.0,0.0,0
Marcus Smart,0,9.0,75.0,0
Derrick Rose,1,46.0,77.0,0
Amir Johnson,1,0.0,1.0,0
Jimmy Butler,0,73.0,8.0,0
Bobby Portis,0,20.0,7.0,0
Pau Gasol,1,-6.0,16.0,0
Jae Crowder,0,-227.0,26.0,0
Pau Gasol,1,37.0,195.0,0
Isaiah Thomas,1,55.0,126.0,0
Jared Sullinger,1,192.0,57.0,0
Marcus Smart,0,20.0,7.0,0
Kelly Olynyk,0,-29.0,-1.0,0
Kelly Olynyk,1,-6.0,18.0,0
Marcus Smart,0,-27.0,4.0,0
Kelly Olynyk,0,-2.0,16.0,0
Jonas Jerebko,0,-7.0,16.0,0
Kirk Hinrich,0,140.0,198.0,0
Jared Sullinger,0,-4.0,36.0,0
Bobby Portis,0,27.0,56.0,0
Evan Turner,1,-86.0,178.0,0
Taj Gibson,0,-88.0,124.0,0
Evan Turner,0,46.0,188.0,0
Kirk Hinrich,1,-163.0,195.0,0
Tyler Zeller,0,6.0,174.0,0
Tony Snell,0,-16.0,56.0,0
Doug McDermott,1,230.0,-16.0,0
Jonas Jerebko,0,-52.0,26.0,0
Jared Sullinger,0,-20.0,2.0,0
Derrick Rose,0,-22.0,7.0,0
Jimmy Butler,1,14.0,36.0,0
Jae Crowder,0,2.0,3.0,0
Jared Sullinger,0,-2.0,16.0,0
Jared Sullinger,1,-9.0,41.0,0
Doug McDermott,0,66.0,7.0,0
Derrick Rose,1,-6.0,16.0,0
Isaiah Thomas,1,24.0,70.0,0
Derrick Rose,1,9.0,2.0,0
Kelly Olynyk,1,-2.0,7.0,0
Jimmy Butler,1,-22.0,8.0,0
Jae Crowder,1,9.0,0.0,0
Pau Gasol,0,10.0,193.0,0
Derrick Rose,0,10.0,2.0,0
Tony Snell,1,-132.0,105.0,0
Pau Gasol,0,-25.0,52.0,0
Clint Capela,1,0.0,1.0,0
Gordon Hayward,0,230.0,0.0,0
James Harden,1,-16.0,-1.0,0
Terrence Jones,1,-9.0,47.0,0
Jeff Withey,1,9.0,-1.0,0
James Harden,1,-4.0,-5.0,0
Raul Neto,0,210.0,121.0,0
James Harden,1,-97.0,129.0,0
Gordon Hayward,1,-68.0,16.0,0
Trevor Ariza,0,9.0,175.0,0
Jeff Withey,1,0.0,1.0,0
Clint Capela,0,0.0,1.0,0
Jeff Withey,0,6.0,7.0,0
James Harden,0,-16.0,244.0,0
Rudy Gobert,1,0.0,7.0,0
Terrence Jones,1,-2.0,51.0,0
Rodney Hood,1,-240.0,2.0,0
Trey Burke,1,145.0,213.0,0
Jason Terry,0,238.0,-6.0,0
Trey Burke,1,135.0,160.0,0
Marcus Thornton,1,9.0,2.0,0
Trey Lyles,0,-6.0,124.0,0
Clint Capela,0,28.0,7.0,0
Trey Burke,1,-55.0,11.0,0
Clint Capela,1,12.0,3.0,0
Marcus Thornton,1,10.0,-1.0,0
Trey Lyles,0,82.0,16.0,0
Corey Brewer,1,-235.0,3.0,0
Trevor Booker,1,19.0,-5.0,0
Terrence Jones,1,15.0,3.0,0
Marcus Thornton,0,9.0,178.0,0
Terrence Jones,0,-2.0,11.0,0
Terrence Jones,0,19.0,3.0,0
James Harden,0,4.0,242.0,0
Rodney Hood,0,-32.0,247.0,0
James Harden,1,-6.0,13.0,0
Trevor Ariza,0,225.0,33.0,0
Trey Lyles,1,0.0,1.0,0
Trey Lyles,1,-135.0,-5.0,0
Jason Terry,1,64.0,56.0,0
James Harden,1,-27.0,3.0,0
Joe Ingles,1,187.0,159.0,0
James Harden,0,-30.0,7.0,0
James Harden,0,-27.0,7.0,0
Joe Ingles,1,-19.0,7.0,0
Jason Terry,0,-1.0,149.0,0
Clint Capela,0,12.0,7.0,0
Trevor Ariza,0,9.0,11.0,0
Trey Burke,0,-184.0,21.0,0
Trey Burke,0,-225.0,115.0,0
Trevor Ariza,0,24.0,11.0,0
Rodney Hood,0,-238.0,0.0,0
James Harden,0,3.0,4.0,0
James Harden,1,9.0,-1.0,0
Rodney Hood,0,225.0,0.0,0
Gordon Hayward,1,166.0,2.0,0
James Harden,0,225.0,106.0,0
Trevor Ariza,0,55.0,237.0,0
Trey Lyles,0,-101.0,156.0,0
Clint Capela,0,68.0,16.0,0
Terrence Jones,1,0.0,1.0,0
Jeff Withey,1,-22.0,-6.0,0
Patrick Beverley,1,-183.0,169.0,0
Trevor Ariza,0,-104.0,139.0,0
Rodney Hood,0,235.0,-11.0,0
James Harden,1,-6.0,7.0,0
James Harden,1,-22.0,8.0,0
James Harden,0,6.0,239.0,0
Trey Lyles,1,-11.0,13.0,0
James Harden,1,-29.0,8.0,0
Raul Neto,1,230.0,-6.0,0
Patrick Beverley,1,-112.0,38.0,0
Chris Johnson,1,197.0,7.0,0
Chris Johnson,0,19.0,7.0,0
Trey Burke,0,192.0,-5.0,0
Rudy Gobert,1,0.0,1.0,0
Terrence Jones,1,14.0,0.0,0
Trevor Booker,1,0.0,1.0,0
Gordon Hayward,1,84.0,110.0,0
James Harden,0,-214.0,131.0,0
Trey Burke,0,-160.0,208.0,0
Rudy Gobert,0,-4.0,46.0,0
James Harden,0,-2.0,239.0,0
Montrezl Harrell,1,0.0,1.0,0
Jason Terry,1,12.0,0.0,0
